Date,Hour,NUCLEAR,GAS,HYDRO,WIND,SOLAR,BIOFUEL,Total Output
2016-01-01,1,11188,919,2994,1255,0,3,16359
2016-01-01,2,11021,918,2999,1483,0,3,16424
2016-01-01,3,10904,920,3012,1133,0,8,15977
2016-01-01,4,10425,922,3005,1347,0,7,15706
2016-01-01,5,10411,921,3030,1176,0,2,15540
2016-01-01,6,10412,920,2998,1252,0,2,15584
2016-01-01,7,10411,921,3074,1469,0,2,15877
2016-01-01,8,10415,922,3127,1762,0,2,16228
2016-01-01,9,10412,920,3362,1652,1,2,16349
2016-01-01,10,10414,919,3482,1766,12,2,16595
2016-01-01,11,10414,921,3747,2024,33,3,17142
2016-01-01,12,10409,918,3779,2324,103,2,17535
2016-01-01,13,10410,914,3804,2684,89,2,17903
2016-01-01,14,10485,911,3738,2806,71,2,18013
2016-01-01,15,10710,910,3644,2609,25,2,17900
2016-01-01,16,10715,913,3667,2569,25,2,17891
2016-01-01,17,11045,917,4183,2244,3,2,18394
2016-01-01,18,11425,924,4882,2154,0,2,19387
2016-01-01,19,11542,923,4897,2022,0,2,19386
2016-01-01,20,11543,920,4663,1862,0,2,18990
2016-01-01,21,11539,921,4361,1804,0,2,18627
2016-01-01,22,11521,921,4114,1741,0,2,18299
2016-01-01,23,11528,923,3426,1415,0,2,17294
2016-01-01,24,11523,922,3125,1412,0,2,16984
2016-01-02,1,11385,920,3166,1125,0,2,16598
2016-01-02,2,11018,922,3193,1238,0,2,16373
2016-01-02,3,11012,918,3098,1131,0,2,16161
2016-01-02,4,11012,921,3079,837,0,2,15851
2016-01-02,5,11020,921,3075,946,0,2,15964
2016-01-02,6,11018,920,3131,1020,0,2,16091
2016-01-02,7,11021,920,3215,1429,0,2,16587
2016-01-02,8,11181,920,3218,1306,0,2,16627
2016-01-02,9,11488,922,3339,1338,6,2,17095
2016-01-02,10,11560,921,3679,1566,4,2,17732
2016-01-02,11,11563,918,4057,1608,14,2,18162
2016-01-02,12,11559,917,4128,1744,19,2,18369
2016-01-02,13,11561,917,3930,1922,32,2,18364
2016-01-02,14,11520,918,3899,1552,21,2,17912
2016-01-02,15,11556,914,3895,1552,12,2,17931
2016-01-02,16,11557,934,3967,1901,5,7,18371
2016-01-02,17,11555,940,4139,2220,0,6,18860
2016-01-02,18,11557,945,4563,2735,0,6,19806
2016-01-02,19,11565,911,4573,2806,0,6,19861
2016-01-02,20,11570,908,4351,2714,0,6,19549
2016-01-02,21,11563,904,4192,2098,0,6,18763
2016-01-02,22,11555,911,3921,2071,0,6,18464
2016-01-02,23,11557,915,3432,1895,0,6,17805
2016-01-02,24,11494,915,3098,1892,0,6,17405
2016-01-03,1,11091,915,3114,1834,0,6,16960
2016-01-03,2,10726,911,3052,1542,0,6,16237
2016-01-03,3,10414,915,3127,1552,0,6,16014
2016-01-03,4,10416,915,3131,1395,0,5,15862
2016-01-03,5,10415,918,3173,1296,0,5,15807
2016-01-03,6,10414,921,3145,1582,0,5,16067
2016-01-03,7,10659,918,3220,1609,0,5,16411
2016-01-03,8,11142,913,3239,1523,0,5,16822
2016-01-03,9,11445,955,3325,1073,1,4,16803
2016-01-03,10,11561,1013,3400,1251,11,6,17242
2016-01-03,11,11558,1022,3444,1895,46,8,17973
2016-01-03,12,11566,1048,3564,1789,44,14,18025
2016-01-03,13,11568,1152,3723,1734,39,9,18225
2016-01-03,14,11563,1236,4041,1354,46,17,18257
2016-01-03,15,11561,1273,4078,1255,41,18,18226
2016-01-03,16,11564,1278,4160,1372,32,7,18413
2016-01-03,17,11559,1358,4539,1779,3,8,19246
2016-01-03,18,11556,1372,5675,1786,0,6,20395
2016-01-03,19,11546,1362,5960,1664,0,3,20535
2016-01-03,20,11547,1442,6013,1296,0,1,20299
2016-01-03,21,11541,1333,5772,993,0,1,19640
2016-01-03,22,11538,1416,5520,845,0,2,19321
2016-01-03,23,11543,1145,5062,798,0,11,18559
2016-01-03,24,11536,979,4465,765,0,28,17773
2016-01-04,1,11547,1005,4193,694,0,36,17475
2016-01-04,2,11552,1024,3920,662,0,41,17199
2016-01-04,3,11565,1167,3891,343,0,48,17014
2016-01-04,4,11408,1351,3946,183,0,42,16930
2016-01-04,5,11092,1621,3963,454,0,40,17170
2016-01-04,6,11015,1890,4032,907,0,46,17890
2016-01-04,7,11289,2301,4386,1007,0,54,19037
2016-01-04,8,11564,2346,4927,1275,0,57,20169
2016-01-04,9,11559,2380,5160,1209,25,56,20389
2016-01-04,10,11556,2405,5273,1321,104,58,20717
2016-01-04,11,11554,2320,4724,1529,173,53,20353
2016-01-04,12,11595,2482,4577,1427,180,56,20317
2016-01-04,13,11599,2302,4484,1406,140,51,19982
2016-01-04,14,11604,2356,4550,1468,142,46,20166
2016-01-04,15,11605,2642,4622,1306,104,47,20326
2016-01-04,16,11602,3062,4752,1208,58,50,20732
2016-01-04,17,11552,3775,5985,895,10,64,22281
2016-01-04,18,11548,5043,6219,686,0,111,23607
2016-01-04,19,11547,5026,6017,648,0,176,23414
2016-01-04,20,11544,4551,5986,637,0,133,22851
2016-01-04,21,11535,4387,5933,620,0,155,22630
2016-01-04,22,11527,3957,5930,512,0,173,22099
2016-01-04,23,11522,2881,5618,511,0,143,20675
2016-01-04,24,11530,2200,5144,480,0,81,19435
2016-01-05,1,11530,1840,5142,455,0,35,19002
2016-01-05,2,11532,1369,5076,421,0,20,18418
2016-01-05,3,11538,1396,5053,355,0,19,18361
2016-01-05,4,11541,1458,4985,420,0,12,18416
2016-01-05,5,11539,1891,4595,480,0,18,18523
2016-01-05,6,11537,2619,4590,545,0,21,19312
2016-01-05,7,11545,3510,5639,564,0,29,21287
2016-01-05,8,11542,4183,6004,632,0,36,22397
2016-01-05,9,11534,4521,6068,689,29,37,22878
2016-01-05,10,11537,3783,5850,659,104,45,21978
2016-01-05,11,11535,3501,5700,674,161,57,21628
2016-01-05,12,11543,3385,5443,884,174,93,21522
2016-01-05,13,11541,2885,5168,1351,97,100,21142
2016-01-05,14,11736,2442,4276,1406,90,97,20047
2016-01-05,15,11767,1960,4402,1539,59,87,19814
2016-01-05,16,11762,2193,4740,1452,47,86,20280
2016-01-05,17,11759,2765,5672,1380,10,106,21692
2016-01-05,18,11754,3343,5989,1494,0,158,22738
2016-01-05,19,11747,3391,6025,1706,0,156,23025
2016-01-05,20,11710,3060,5846,1959,0,100,22675
2016-01-05,21,11702,2726,5341,2104,0,93,21966
2016-01-05,22,11701,2495,4614,2140,0,87,21037
2016-01-05,23,11711,1749,3656,2195,0,86,19397
2016-01-05,24,11952,1231,3277,1723,0,77,18260
2016-01-06,1,12155,971,3022,1421,0,50,17619
2016-01-06,2,12141,942,3068,1168,0,23,17342
2016-01-06,3,12117,1049,3056,1090,0,22,17334
2016-01-06,4,11884,1231,3047,1158,0,22,17342
2016-01-06,5,11879,1339,2970,1066,0,22,17276
2016-01-06,6,11881,1339,3125,1361,0,28,17734
2016-01-06,7,12021,1339,3700,1540,0,34,18634
2016-01-06,8,12146,1356,5077,1501,0,37,20117
2016-01-06,9,12149,1357,5256,1309,21,35,20127
2016-01-06,10,12153,1359,4993,1073,93,31,19702
2016-01-06,11,12153,1074,4795,899,113,38,19072
2016-01-06,12,12163,1044,4482,839,154,37,18719
2016-01-06,13,12162,1195,4401,882,128,37,18805
2016-01-06,14,12110,1497,4503,935,141,37,19223
2016-01-06,15,12008,1819,4519,902,97,37,19382
2016-01-06,16,11796,2039,4681,1106,63,37,19722
2016-01-06,17,11802,2165,5144,1000,9,38,20158
2016-01-06,18,11801,2358,6057,1116,0,38,21370
2016-01-06,19,11809,2209,5984,1208,0,38,21248
2016-01-06,20,11811,2174,5876,1262,0,38,21161
2016-01-06,21,11802,2055,5401,1321,0,37,20616
2016-01-06,22,11798,1933,4961,1323,0,37,20052
2016-01-06,23,11796,1440,4583,1253,0,37,19109
2016-01-06,24,11792,1023,4305,1050,0,26,18196
2016-01-07,1,11797,932,3946,809,0,26,17510
2016-01-07,2,11808,940,3902,597,0,25,17272
2016-01-07,3,11835,1058,3628,572,0,23,17116
2016-01-07,4,11833,1216,3587,388,0,21,17045
2016-01-07,5,11823,1344,3649,292,0,21,17129
2016-01-07,6,11822,1378,4361,234,0,27,17822
2016-01-07,7,11830,1515,5066,182,0,35,18628
2016-01-07,8,11826,1549,5740,176,0,59,19350
2016-01-07,9,11813,1628,5710,176,29,95,19451
2016-01-07,10,11809,1628,5459,190,92,125,19303
2016-01-07,11,11814,1543,5397,196,90,120,19160
2016-01-07,12,11824,1610,5543,157,96,187,19417
2016-01-07,13,11824,1616,5334,127,84,215,19200
2016-01-07,14,11824,1925,5034,109,87,202,19181
2016-01-07,15,11829,2221,4975,94,79,161,19359
2016-01-07,16,11836,2402,5069,70,54,117,19548
2016-01-07,17,11834,2488,5362,66,10,102,19862
2016-01-07,18,11833,2615,5956,119,0,117,20640
2016-01-07,19,11833,2608,6179,250,0,193,21063
2016-01-07,20,11828,2351,5997,395,0,215,20786
2016-01-07,21,11825,2209,5675,543,0,155,20407
2016-01-07,22,11825,1663,5267,678,0,38,19471
2016-01-07,23,11506,1254,5012,776,0,37,18585
2016-01-07,24,11345,1123,4749,777,0,27,18021
2016-01-08,1,11345,952,4343,843,0,21,17504
2016-01-08,2,11342,922,3895,955,0,25,17139
2016-01-08,3,11344,922,3851,846,0,22,16985
2016-01-08,4,11332,920,3836,822,0,24,16934
2016-01-08,5,11335,920,3935,892,0,28,17110
2016-01-08,6,11339,923,3944,960,0,26,17192
2016-01-08,7,11336,926,4690,923,0,33,17908
2016-01-08,8,11339,947,5392,1056,0,36,18770
2016-01-08,9,11337,999,5400,1074,15,36,18861
2016-01-08,10,11336,948,5518,1025,43,37,18907
2016-01-08,11,11346,948,5863,856,69,39,19121
2016-01-08,12,11351,948,5806,805,71,57,19038
2016-01-08,13,11344,970,5620,707,72,74,18787
2016-01-08,14,11343,1040,5755,625,49,152,18964
2016-01-08,15,11346,1297,5417,596,29,198,18883
2016-01-08,16,11352,1352,5472,741,14,191,19122
2016-01-08,17,11351,1522,5762,960,2,179,19776
2016-01-08,18,11353,1537,5739,1240,0,159,20028
2016-01-08,19,11358,1534,5768,1378,0,131,20169
2016-01-08,20,11361,1533,5805,1414,0,103,20216
2016-01-08,21,11359,1335,5807,1538,0,142,20181
2016-01-08,22,11351,964,5406,1670,0,160,19551
2016-01-08,23,11354,943,4218,1847,0,128,18490
2016-01-08,24,11346,920,3436,1781,0,76,17559
2016-01-09,1,11351,911,3226,1263,0,26,16777
2016-01-09,2,11224,910,3221,1222,0,7,16584
2016-01-09,3,10684,910,3219,1506,0,8,16327
2016-01-09,4,10526,910,3153,1574,0,3,16166
2016-01-09,5,10529,909,3143,1570,0,0,16151
2016-01-09,6,10578,910,3166,1779,0,0,16433
2016-01-09,7,10824,908,3280,1567,0,0,16579
2016-01-09,8,10881,911,3412,1706,0,0,16910
2016-01-09,9,11243,906,3502,2290,1,0,17942
2016-01-09,10,11364,893,4092,2107,5,0,18461
2016-01-09,11,11363,857,4443,1882,12,0,18557
2016-01-09,12,11359,858,4693,1693,19,0,18622
2016-01-09,13,11357,956,4638,1512,15,0,18478
2016-01-09,14,11355,1028,4834,1311,16,0,18544
2016-01-09,15,11353,1287,5029,1069,12,0,18750
2016-01-09,16,11354,1512,5175,814,5,0,18860
2016-01-09,17,11354,1534,5733,655,1,0,19277
2016-01-09,18,11359,1700,6159,529,0,0,19747
2016-01-09,19,11361,1713,6186,559,0,0,19819
2016-01-09,20,11361,1698,5510,937,0,0,19506
2016-01-09,21,11354,1656,4523,1332,0,0,18865
2016-01-09,22,11352,1369,4022,1547,0,0,18290
2016-01-09,23,11354,987,3605,1377,0,0,17323
2016-01-09,24,11348,903,3212,1560,0,0,17023
2016-01-10,1,11210,905,3113,1149,0,0,16377
2016-01-10,2,10690,906,3109,1143,0,0,15848
2016-01-10,3,10523,890,3181,1252,0,0,15846
2016-01-10,4,10522,883,3050,1366,0,0,15821
2016-01-10,5,10533,889,3102,1400,0,0,15924
2016-01-10,6,10543,896,3230,1238,0,0,15907
2016-01-10,7,10829,880,3881,854,0,0,16444
2016-01-10,8,11119,862,4075,574,0,0,16630
2016-01-10,9,11344,858,3849,928,0,0,16979
2016-01-10,10,11344,854,3643,1691,1,0,17533
2016-01-10,11,11347,852,3958,2081,9,0,18247
2016-01-10,12,11350,853,3946,2307,8,0,18464
2016-01-10,13,11360,856,3700,2632,18,0,18566
2016-01-10,14,11352,860,3727,2610,12,0,18561
2016-01-10,15,11335,866,3728,2683,7,0,18619
2016-01-10,16,11365,868,3981,2802,2,0,19018
2016-01-10,17,11358,880,4542,2962,1,0,19743
2016-01-10,18,11360,890,5333,3126,0,0,20709
2016-01-10,19,11354,912,5540,2803,0,1,20610
2016-01-10,20,11360,917,4790,3042,0,0,20109
2016-01-10,21,11343,918,4444,3061,0,0,19766
2016-01-10,22,11341,914,4059,2892,0,0,19206
2016-01-10,23,11343,913,3669,2751,0,0,18676
2016-01-10,24,11349,917,3349,2478,0,0,18093
2016-01-11,1,11358,916,3309,1854,0,0,17437
2016-01-11,2,11202,917,3373,1279,0,4,16775
2016-01-11,3,10892,910,3391,1508,0,12,16713
2016-01-11,4,10817,912,3359,1744,0,14,16846
2016-01-11,5,10847,918,3239,2507,0,14,17525
2016-01-11,6,11176,920,3489,2115,0,22,17722
2016-01-11,7,11361,963,4331,2462,0,30,19147
2016-01-11,8,11363,1027,5182,2439,1,31,20043
2016-01-11,9,11362,1087,4980,2668,20,30,20147
2016-01-11,10,11365,1216,4499,2541,66,27,19714
2016-01-11,11,11346,1379,4385,2445,101,28,19684
2016-01-11,12,11342,1472,4535,2103,129,27,19608
2016-01-11,13,11357,1626,4654,1780,182,26,19625
2016-01-11,14,11360,1855,4688,1994,130,27,20054
2016-01-11,15,11358,2116,4617,1848,124,26,20089
2016-01-11,16,11361,2388,4741,1630,83,26,20229
2016-01-11,17,11363,2633,5018,1263,11,24,20312
2016-01-11,18,11366,2766,5639,1296,0,24,21091
2016-01-11,19,11363,2781,5697,1241,0,26,21108
2016-01-11,20,11366,2797,5959,1128,0,31,21281
2016-01-11,21,11360,2938,5794,1076,0,31,21199
2016-01-11,22,11362,2485,5470,1090,0,24,20431
2016-01-11,23,11364,1609,5215,1212,0,25,19425
2016-01-11,24,11369,1134,4859,1262,0,25,18649
2016-01-12,1,11373,913,4643,1453,0,21,18403
2016-01-12,2,11374,906,4433,1599,0,19,18331
2016-01-12,3,11374,910,4235,1733,0,20,18272
2016-01-12,4,11379,1017,3954,2085,0,19,18454
2016-01-12,5,11378,1203,3589,2197,0,20,18387
2016-01-12,6,11379,1310,3648,2117,0,24,18478
2016-01-12,7,11378,1315,4580,2082,0,30,19385
2016-01-12,8,11376,1337,5463,2310,0,26,20512
2016-01-12,9,11377,1348,5565,2401,1,25,20717
2016-01-12,10,11378,1437,5351,2490,3,32,20691
2016-01-12,11,11376,1439,5301,2573,7,32,20728
2016-01-12,12,11382,1294,5211,2820,13,32,20752
2016-01-12,13,11385,1416,4705,2938,23,33,20500
2016-01-12,14,11381,1661,4495,2959,59,32,20587
2016-01-12,15,11374,1901,4336,2956,56,32,20655
2016-01-12,16,11374,2015,4541,2808,25,32,20795
2016-01-12,17,11371,2187,4757,3085,8,32,21440
2016-01-12,18,11378,2248,5318,3205,0,32,22181
2016-01-12,19,11381,2380,5410,3179,0,32,22382
2016-01-12,20,11378,2382,5404,3111,0,32,22307
2016-01-12,21,11374,2384,5216,2987,0,32,21993
2016-01-12,22,11360,1900,4571,2928,0,33,20792
2016-01-12,23,11357,1332,4095,2708,0,33,19525
2016-01-12,24,11366,1111,3960,2532,0,26,18995
2016-01-13,1,11373,942,3577,2178,0,25,18095
2016-01-13,2,11383,924,3617,2283,0,25,18232
2016-01-13,3,11385,924,3574,2335,0,27,18245
2016-01-13,4,11387,929,3570,2336,0,27,18249
2016-01-13,5,11384,1037,3632,2204,0,24,18281
2016-01-13,6,11382,1224,3863,1866,0,43,18378
2016-01-13,7,11391,1339,4937,1791,0,60,19518
2016-01-13,8,11387,1365,5379,1985,0,56,20172
2016-01-13,9,11390,1368,5216,2033,23,58,20088
2016-01-13,10,11375,1435,5413,1905,82,32,20242
2016-01-13,11,11360,1460,4948,2013,145,29,19955
2016-01-13,12,11359,1676,4816,1986,151,29,20017
2016-01-13,13,11362,1706,4803,1988,190,27,20076
2016-01-13,14,11352,1824,4824,1960,169,30,20159
2016-01-13,15,11331,2086,4542,2120,121,29,20229
2016-01-13,16,11328,2345,4483,2379,30,36,20601
2016-01-13,17,11325,2717,4977,2276,5,34,21334
2016-01-13,18,11327,2785,5762,2232,0,32,22138
2016-01-13,19,11325,2788,5883,2246,0,40,22282
2016-01-13,20,11328,2772,5598,2333,0,51,22082
2016-01-13,21,11320,2614,5268,2463,0,54,21719
2016-01-13,22,11313,2020,4891,2584,0,50,20858
2016-01-13,23,11319,1340,4207,2660,0,37,19563
2016-01-13,24,11319,926,4123,2596,0,22,18986
2016-01-14,1,11319,914,3619,2397,0,14,18263
2016-01-14,2,11326,921,3431,2176,0,13,17867
2016-01-14,3,11322,1012,3543,1855,0,13,17745
2016-01-14,4,11325,1257,3725,1549,0,14,17870
2016-01-14,5,11329,1540,3841,1239,0,17,17966
2016-01-14,6,11332,1802,4238,1008,0,23,18403
2016-01-14,7,11334,2000,5304,843,0,29,19510
2016-01-14,8,11337,2370,5921,733,1,41,20403
2016-01-14,9,11333,2529,6003,714,4,41,20624
2016-01-14,10,11382,2214,5958,570,12,41,20177
2016-01-14,11,11389,2236,5889,507,20,40,20081
2016-01-14,12,11383,2401,5838,455,16,44,20137
2016-01-14,13,11367,2254,5416,360,31,40,19468
2016-01-14,14,11367,2279,5533,247,32,42,19500
2016-01-14,15,11367,2401,5561,216,16,40,19601
2016-01-14,16,11367,2521,5708,167,5,35,19803
2016-01-14,17,11376,2708,5815,142,1,34,20076
2016-01-14,18,11331,3031,6067,279,0,34,20742
2016-01-14,19,11329,2912,6051,681,0,34,21007
2016-01-14,20,11333,2580,5779,965,0,34,20691
2016-01-14,21,11327,2664,5653,1035,0,34,20713
2016-01-14,22,11322,2292,5201,1122,0,34,19971
2016-01-14,23,11322,1394,4997,1097,0,34,18844
2016-01-14,24,11327,1020,4398,1049,0,22,17816
2016-01-15,1,11326,924,4051,1086,0,16,17403
2016-01-15,2,11330,924,3804,1345,0,16,17419
2016-01-15,3,11328,922,3528,1508,0,14,17300
2016-01-15,4,11328,924,3283,1770,0,15,17320
2016-01-15,5,11323,921,3305,1642,0,18,17209
2016-01-15,6,11255,923,3677,2107,0,21,17983
2016-01-15,7,10794,923,4624,2206,0,28,18575
2016-01-15,8,10492,939,5398,2400,0,34,19263
2016-01-15,9,10489,955,5406,2326,4,35,19215
2016-01-15,10,10480,1019,5729,2253,15,36,19532
2016-01-15,11,10477,1070,5511,2357,29,35,19479
2016-01-15,12,10544,1080,5181,2396,36,35,19272
2016-01-15,13,11166,1335,4734,2055,47,35,19372
2016-01-15,14,11306,1557,5273,1809,22,35,20002
2016-01-15,15,11309,1689,5390,1586,22,35,20031
2016-01-15,16,11313,1623,5439,1728,7,34,20144
2016-01-15,17,11370,1591,5072,1854,0,46,19933
2016-01-15,18,11222,1737,5299,2000,0,37,20295
2016-01-15,19,11002,1734,5447,1970,0,33,20186
2016-01-15,20,10914,1737,5201,2231,0,33,20116
2016-01-15,21,10790,1739,4994,2375,0,34,19932
2016-01-15,22,10654,1597,4653,2536,0,34,19474
2016-01-15,23,10602,1069,4132,2490,0,34,18327
2016-01-15,24,10621,925,3717,2150,0,21,17434
2016-01-16,1,10695,912,3593,1839,0,3,17042
2016-01-16,2,10761,912,3319,1762,0,2,16756
2016-01-16,3,10768,911,3204,1597,0,2,16482
2016-01-16,4,10774,912,3109,1415,0,2,16212
2016-01-16,5,10774,912,3079,1570,0,2,16337
2016-01-16,6,10769,911,3190,1630,0,3,16503
2016-01-16,7,10766,914,3635,1678,0,2,16995
2016-01-16,8,10769,905,3768,2211,0,2,17655
2016-01-16,9,10766,872,4163,2372,0,2,18175
2016-01-16,10,10760,910,5076,2300,3,3,19052
2016-01-16,11,10756,920,5201,2204,13,4,19098
2016-01-16,12,10743,937,4739,2009,28,5,18461
2016-01-16,13,10748,909,4788,2171,45,2,18663
2016-01-16,14,10751,1017,4318,2392,36,2,18516
2016-01-16,15,10750,1128,4226,2379,78,2,18563
2016-01-16,16,10751,1538,4467,2052,14,2,18824
2016-01-16,17,10676,1825,4901,1898,2,2,19304
2016-01-16,18,10804,1900,5502,1626,0,2,19834
2016-01-16,19,10926,1899,5474,1438,0,2,19739
2016-01-16,20,10932,1894,5649,1160,0,2,19637
2016-01-16,21,10930,1754,5669,940,0,2,19295
2016-01-16,22,11006,1509,5384,953,0,2,18854
2016-01-16,23,11020,1258,4547,1054,0,2,17881
2016-01-16,24,11016,1100,4070,1212,0,2,17400
2016-01-17,1,11019,1101,3371,1312,0,2,16805
2016-01-17,2,11020,944,3315,1180,0,2,16461
2016-01-17,3,11019,914,3280,1116,0,2,16331
2016-01-17,4,11020,917,3206,1099,0,2,16244
2016-01-17,5,11017,916,3293,1024,0,2,16252
2016-01-17,6,11021,915,3313,1034,0,2,16285
2016-01-17,7,11027,916,3474,1319,0,2,16738
2016-01-17,8,11030,915,3791,1548,0,2,17286
2016-01-17,9,11026,919,4115,1526,0,2,17588
2016-01-17,10,11026,1010,4432,1611,12,2,18093
2016-01-17,11,11036,1173,4705,1494,20,2,18430
2016-01-17,12,11047,1453,4648,1446,17,2,18613
2016-01-17,13,11043,1589,4939,1423,15,2,19011
2016-01-17,14,11015,1567,4733,1678,9,2,19004
2016-01-17,15,11037,1749,4397,2041,5,2,19231
2016-01-17,16,11048,1989,4437,2084,5,2,19565
2016-01-17,17,11085,2152,4448,2265,1,2,19953
2016-01-17,18,11085,2113,5050,2522,0,2,20772
2016-01-17,19,11084,2074,5488,2475,0,2,21123
2016-01-17,20,11087,2078,4995,2658,0,2,20820
2016-01-17,21,11083,1503,4820,2715,0,2,20123
2016-01-17,22,11074,993,4970,2686,0,1,19724
2016-01-17,23,11076,922,4315,2619,0,1,18933
2016-01-17,24,11079,923,3546,2595,0,1,18144
2016-01-18,1,11062,923,3360,2163,0,8,17516
2016-01-18,2,11076,919,3438,1888,0,22,17343
2016-01-18,3,11080,925,3358,2153,0,23,17539
2016-01-18,4,11084,930,3282,2168,0,23,17487
2016-01-18,5,11084,928,3261,2318,0,21,17612
2016-01-18,6,11080,955,3538,2554,0,26,18153
2016-01-18,7,11084,1116,4162,2499,0,43,18904
2016-01-18,8,11085,1188,5057,2590,0,72,19992
2016-01-18,9,11079,1343,5406,2633,3,121,20585
2016-01-18,10,11083,1372,5442,2742,17,97,20753
2016-01-18,11,11083,1389,4933,2747,49,92,20293
2016-01-18,12,11070,1521,4980,2740,93,96,20500
2016-01-18,13,11069,1754,4830,2717,101,170,20641
2016-01-18,14,11074,1902,4698,2694,102,152,20622
2016-01-18,15,11069,2175,4601,2627,85,88,20645
2016-01-18,16,11075,2427,4623,2510,46,86,20767
2016-01-18,17,11075,2694,4853,2210,11,86,20929
2016-01-18,18,11077,2699,5433,2443,0,86,21738
2016-01-18,19,11098,2607,5566,2483,0,84,21838
2016-01-18,20,11094,2600,5540,2418,0,106,21758
2016-01-18,21,11081,2267,5354,2340,0,191,21233
2016-01-18,22,11093,1602,5489,2192,0,210,20586
2016-01-18,23,11116,1044,4396,2167,0,212,18935
2016-01-18,24,11121,913,4118,2047,0,186,18385
2016-01-19,1,11123,912,3613,2034,0,96,17778
2016-01-19,2,11145,956,3868,1933,0,34,17936
2016-01-19,3,11145,973,3761,1935,0,22,17836
2016-01-19,4,11149,1006,3669,1803,0,22,17649
2016-01-19,5,11134,1098,3577,1562,0,20,17391
2016-01-19,6,11138,1257,3994,1630,0,28,18047
2016-01-19,7,11142,1376,5036,1636,0,35,19225
2016-01-19,8,11142,1548,5556,1853,0,37,20136
2016-01-19,9,11141,1550,5341,2053,14,54,20153
2016-01-19,10,11140,1628,5428,2075,41,90,20402
2016-01-19,11,11131,1651,5105,2179,75,165,20306
2016-01-19,12,11133,1688,4816,2114,98,229,20078
2016-01-19,13,11080,1610,5029,2012,76,222,20029
2016-01-19,14,11000,1764,4894,2047,69,215,19989
2016-01-19,15,11069,2147,4670,2161,45,186,20278
2016-01-19,16,11147,2462,4541,1908,18,110,20186
2016-01-19,17,11143,2827,5127,1887,5,154,21143
2016-01-19,18,11161,3053,5833,1673,0,100,21820
2016-01-19,19,11240,2967,5780,1549,0,121,21657
2016-01-19,20,11259,2965,5948,1296,0,149,21617
2016-01-19,21,11252,3093,5793,1105,0,208,21451
2016-01-19,22,11243,2534,5496,997,0,214,20484
2016-01-19,23,11234,1371,5117,892,0,173,18787
2016-01-19,24,11215,964,4862,716,0,84,17841
2016-01-20,1,11219,954,4598,615,0,44,17430
2016-01-20,2,11238,908,4192,447,0,23,16808
2016-01-20,3,11277,952,4109,384,0,21,16743
2016-01-20,4,11278,1170,3286,367,0,21,16122
2016-01-20,5,11326,1737,3346,388,0,22,16819
2016-01-20,6,11125,2331,3274,138,0,25,16893
2016-01-20,7,11101,2719,4653,306,0,33,18812
2016-01-20,8,11232,2860,5771,207,0,36,20106
2016-01-20,9,11339,3044,5778,155,11,35,20362
2016-01-20,10,11340,2692,5696,106,44,35,19913
2016-01-20,11,11332,2578,5823,61,59,35,19888
2016-01-20,12,11347,2513,5780,66,82,35,19823
2016-01-20,13,11323,2580,5571,60,107,35,19676
2016-01-20,14,11170,2744,5391,51,81,35,19472
2016-01-20,15,11251,2781,5322,62,45,51,19512
2016-01-20,16,11293,2922,5577,60,32,86,19970
2016-01-20,17,11280,3051,5537,57,5,103,20033
2016-01-20,18,11281,3407,5926,74,0,90,20778
2016-01-20,19,11277,3778,5741,105,0,87,20988
2016-01-20,20,11278,3630,5718,178,0,87,20891
2016-01-20,21,11277,3359,5604,246,0,81,20567
2016-01-20,22,11265,3035,5410,338,0,35,20083
2016-01-20,23,11262,2495,4960,399,0,36,19152
2016-01-20,24,11279,1820,4695,503,0,27,18324
2016-01-21,1,11279,1080,4210,629,0,22,17220
2016-01-21,2,11279,949,3996,841,0,21,17086
2016-01-21,3,11277,1148,3570,956,0,22,16973
2016-01-21,4,11280,1570,3245,810,0,24,16929
2016-01-21,5,11279,1870,3162,648,0,23,16982
2016-01-21,6,11279,2076,3859,574,0,24,17812
2016-01-21,7,11281,2287,4904,507,0,34,19013
2016-01-21,8,11283,2564,5592,516,0,35,19990
2016-01-21,9,11277,2552,5770,420,18,37,20074
2016-01-21,10,11278,2549,5686,302,54,36,19905
2016-01-21,11,11282,2418,5403,242,74,37,19456
2016-01-21,12,11278,2467,5095,290,96,36,19262
2016-01-21,13,11282,2487,5137,279,88,36,19309
2016-01-21,14,11283,2535,5006,192,76,37,19129
2016-01-21,15,11286,2625,5163,162,90,63,19389
2016-01-21,16,11284,2679,5270,164,22,104,19523
2016-01-21,17,11282,2898,5283,157,5,180,19805
2016-01-21,18,11278,3569,5900,144,0,185,21076
2016-01-21,19,11281,3737,5888,155,0,210,21271
2016-01-21,20,11280,3550,5937,146,0,211,21124
2016-01-21,21,11284,3259,5811,159,0,214,20727
2016-01-21,22,11271,2895,5422,168,0,185,19941
2016-01-21,23,11271,2503,4849,178,0,97,18898
2016-01-21,24,11267,1985,4868,185,0,34,18339
2016-01-22,1,11283,1594,4461,162,0,22,17522
2016-01-22,2,11278,1501,4436,154,0,21,17390
2016-01-22,3,11284,1414,4134,165,0,21,17018
2016-01-22,4,11294,1390,4208,196,0,20,17108
2016-01-22,5,11305,1738,4153,192,0,20,17408
2016-01-22,6,11298,2170,4221,221,0,27,17937
